country,listed_in,content_count
"United States, United Kingdom, Canada","Children & Family Movies, Comedies, Music & Musicals",1
"United States, United Kingdom, Canada, China","Action & Adventure, Sci-Fi & Fantasy",1
"United States, United Kingdom, Canada, Japan","Action & Adventure, Comedies, Cult Movies",1
"United States, United Kingdom, Denmark, Sweden","Action & Adventure, Thrillers",1
"United States, United Kingdom, France","Comedies, Independent Movies",1
"United States, United Kingdom, France","Comedies, Romantic Movies",1
"United States, United Kingdom, France","Dramas, International Movies, Thrillers",1
"United States, United Kingdom, France","Dramas, Thrillers",1
"United States, United Kingdom, France, Germany, Japan","Dramas, Independent Movies",1
"United States, United Kingdom, Germany","Action & Adventure, Dramas, Sci-Fi & Fantasy",1
"United States, United Kingdom, Germany",Documentaries,1
"United States, United Kingdom, Germany, Hungary","Action & Adventure, Horror Movies, Sci-Fi & Fantasy",1
"United States, United Kingdom, India",Dramas,1
"United States, United Kingdom, Italy","Comedies, Dramas, International Movies",1
"United States, United Kingdom, Japan",Comedies,1
"United States, United Kingdom, Morocco","Dramas, Faith & Spirituality",1
"United States, United Kingdom, New Zealand","Dramas, International Movies, Sci-Fi & Fantasy",1
"United States, United Kingdom, Spain, South Korea","Dramas, Thrillers",1
"United States, Uruguay",Documentaries,1
"United States, Venezuela",Documentaries,1
Uruguay,"Documentaries, International Movies",1
Uruguay,"Documentaries, International Movies, Music & Musicals",1
Uruguay,"Documentaries, International Movies, Sports Movies",1
"Uruguay, Argentina","Comedies, Dramas, International Movies",1
"Uruguay, Argentina, Germany, Spain","Comedies, Dramas, International Movies",1
"Uruguay, Argentina, Spain","Dramas, International Movies",1
"Uruguay, Germany","Docuseries, International TV Shows, Science & Nature TV",1
"Uruguay, Guatemala","Documentaries, International Movies",1
"Uruguay, Spain, Mexico","Dramas, Independent Movies, International Movies",1
Venezuela,"Documentaries, International Movies",1
"Venezuela, Colombia","Documentaries, International Movies",1
Vietnam,"Action & Adventure, Comedies, International Movies",1
Vietnam,"Action & Adventure, Dramas, International Movies",1
Vietnam,"Comedies, Dramas, International Movies",1
Vietnam,"Documentaries, International Movies, Music & Musicals",1
Vietnam,"Dramas, International Movies",1
Vietnam,"Dramas, International Movies, Romantic Movies",1
Vietnam,"Horror Movies, International Movies, Thrillers",1
West Germany,"Documentaries, International Movies",1
Zimbabwe,"Comedies, International Movies, Romantic Movies",1
